pygame 2.5.2 (SDL 2.28.2, Python 3.11.8)
Hello from the pygame community. https://www.pygame.org/contribute.html
         5326381 function calls (5320367 primitive calls) in 124.085 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:281(_remove_reader)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 appdirs.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:193(__get__)
        3    0.000    0.000    0.000    0.000 __init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 fastevent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
      260    0.000    0.000    0.000    0.000 enum.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:2006(_try_wait)
       16    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 sysconfig.py:763(get_platform)
      208    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        4    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       13    0.000    0.000    0.000    0.000 enum.py:920(<dictcomp>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
      130    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        6    0.000    0.000    0.000    0.000 cursors.py:57(__init__)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
      169    0.000    0.000    0.000    0.000 enum.py:916(<lambda>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       52    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        4    0.000    0.000    0.000    0.000 enum.py:1757(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
      181    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      104    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1243(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
       29    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
      172    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
        1    0.000    0.000    0.000    0.000 _manylinux.py:15(_ELFFileHeader)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 events.py:207(AbstractEventLoop)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1854(_split_scope_id)
        3    0.000    0.000    0.000    0.000 datetime.py:1673(__new__)
       10    0.000    0.000    0.000    0.000 enum.py:1355(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 <frozen _sitebuiltins>:19(__call__)
       14    0.000    0.000    0.000    0.000 __init__.py:3250(<genexpr>)
       71    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      101    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 selectors.py:180(get_key)
        1    0.000    0.000    0.000    0.000 threading.py:856(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        3    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       49    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 sysconfig.py:243(is_python_build)
        3    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        4    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:499(close)
        1    0.000    0.000    0.000    0.000 coroutines.py:11(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
       10    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      112    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        3    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       54    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
       71    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
      154    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 sysconfig.py:350(get_default_scheme)
        8    0.000    0.000    0.000    0.000 typing.py:1660(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLContext)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f2fddf76e80}
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        2    0.000    0.000    0.000    0.000 events.py:803(set_event_loop)
        8    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
      302    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 typing.py:1026(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
       75    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 sysconfig.py:338(get_preferred_scheme)
       26    0.000    0.000    0.000    0.000 __init__.py:658(__iter__)
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       41    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        2    0.000    0.000    0.000    0.000 socket.py:495(_real_close)
        5    0.000    0.000    0.000    0.000 {method 'get_rect' of 'pygame.surface.Surface' objects}
        5    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
        8    0.000    0.000    0.000    0.000 enum.py:358(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
        2    0.000    0.000    0.000    0.000 typing.py:2874(<dictcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       71    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       16    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        2    0.000    0.000    0.000    0.000 signal.py:62(getsignal)
        6    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:2574(Distribution)
        1    0.000    0.000    0.000    0.000 events.py:648(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        1    0.000    0.000    0.000    0.000 ssl.py:845(SSLObject)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        3    0.000    0.000    0.000    0.000 base_events.py:181(_run_until_complete_cb)
        2    0.000    0.000    0.000    0.000 contextlib.py:521(callback)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
       58    0.000    0.000    0.000    0.000 version.py:321(epoch)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 datetime.py:1665(datetime)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        2    0.000    0.000    0.000    0.000 sysconfig.py:303(_get_preferred_schemes)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        4    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:1336(__new__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        2    0.000    0.000    0.000    0.000 selectors.py:69(__getitem__)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        5    0.000    0.000    0.000    0.000 pygameGui.py:42(<listcomp>)
        4    0.000    0.000    0.000    0.000 subprocess.py:1247(_check_timeout)
        2    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
       60    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       15    0.000    0.000    0.000    0.000 ssl.py:1000(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 unix_events.py:1440(set_event_loop)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
       41    0.000    0.000    0.000    0.000 enum.py:796(<genexpr>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 sysfont.py:273(create_aliases)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f2fddfd9080}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1221(ZipFile)
       48    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 contextlib.py:558(__exit__)
       22    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1431(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:284(_check_generic)
       27    0.000    0.000    0.000    0.000 typing.py:902(__eq__)
       15    0.000    0.000    0.000    0.000 enum.py:804(__members__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 tempfile.py:821(SpooledTemporaryFile)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
        1    0.000    0.000    0.000    0.000 typing.py:952(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        8    0.000    0.000    0.000    0.000 enum.py:963(_find_data_repr_)
       58    0.000    0.000    0.000    0.000 version.py:331(pre)
        1    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        4    0.000    0.000    0.000    0.000 __init__.py:127(_declare_state)
        1    0.000    0.000    0.000    0.000 threading.py:590(set)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1015(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
       58    0.000    0.000    0.000    0.000 version.py:336(post)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        3    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
       12    0.000    0.000    0.000    0.000 __init__.py:2566(is_version_line)
        1    0.000    0.000    0.000    0.000 base_events.py:207(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:543(WorkingSet)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        2    0.000    0.000    0.000    0.000 __init__.py:56(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 base_futures.py:14(isfuture)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       20    0.000    0.000    0.000    0.000 __init__.py:3158(_always_object)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        5    0.000    0.000    0.000    0.000 __init__.py:253(escape)
       58    0.000    0.000    0.000    0.000 version.py:326(release)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 version.py:42(__new__)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
       41    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       41    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 tasks.py:78(Task)
       58    0.000    0.000    0.000    0.000 version.py:344(local)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:483(close)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        5    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 threading.py:562(__init__)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       20    0.000    0.000    0.000    0.000 inspect.py:729(getmro)
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        6    0.000    0.000    0.000    0.000 base_events.py:587(_check_running)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
       58    0.000    0.000    0.000    0.000 version.py:340(dev)
        1    0.000    0.000    0.000    0.000 tempfile.py:996(TemporaryDirectory)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       17    0.000    0.000    0.000    0.000 enum.py:1637(_simple_enum)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        6    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
       12    0.000    0.000    0.000    0.000 __init__.py:2399(_nonblank)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
       25    0.000    0.000    0.000    0.000 __init__.py:912(_added_new)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        3    0.000    0.000    0.000    0.000 typing.py:2424(get_origin)
        2    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 events.py:667(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       40    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 selectors.py:66(__len__)
       16    0.000    0.000    0.000    0.000 typing.py:465(__repr__)
        1    0.000    0.000    0.000    0.000 zipfile.py:808(ZipExtFile)
        1    0.000    0.000    0.000    0.000 threading.py:845(Thread)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        4    0.000    0.000    0.000    0.000 <frozen io>:61(__getattr__)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
       28    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        5    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
        3    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(time)
        6    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
       28    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:664(close)
        2    0.000    0.000    0.000    0.000 selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 runners.py:49(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1375(NullProvider)
       33    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1116(ResourceManager)
        4    0.000    0.000    0.000    0.000 <frozen os>:760(decode)
        2    0.000    0.000    0.000    0.000 events.py:686(set_event_loop)
        1    0.000    0.000    0.000    0.000 sprite.py:98(Sprite)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2101(IPv6Interface)
        4    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        1    0.000    0.000    0.000    0.000 sprite.py:728(LayeredUpdates)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
       30    0.000    0.000    0.000    0.000 cursors.py:90(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
       50    0.000    0.000    0.000    0.000 __init__.py:2608(_reload_version)
        1    0.000    0.000    0.000    0.000 warnings.py:467(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:539(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        6    0.000    0.000    0.000    0.000 subprocess.py:1239(_remaining_time)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        8    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:396(notify_all)
        1    0.000    0.000    0.000    0.000 locks.py:446(Barrier)
        1    0.000    0.000    0.000    0.000 tasks.py:61(<setcomp>)
        1    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
       35    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 main.py:432(Menu)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
        2    0.000    0.000    0.000    0.000 _parser.py:903(_parse_flags)
        4    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
       13    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        6    0.000    0.000    0.000    0.000 base_events.py:1939(_set_coroutine_origin_tracking)
        1    0.000    0.000    0.000    0.000 typing.py:3187(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 zipfile.py:2322(Path)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:1255(value)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 selector_events.py:920(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        3    0.000    0.000    0.000    0.000 coroutines.py:34(iscoroutine)
        1    0.000    0.000    0.000    0.000 sprite.py:1061(LayeredDirty)
        1    0.000    0.000    0.000    0.000 locks.py:219(Condition)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 threading.py:243(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:1152(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 traceback.py:674(TracebackException)
        1    0.000    0.000    0.000    0.000 requirements.py:64(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        4    0.000    0.000    0.000    0.000 futures.py:299(_get_loop)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1959(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 unix_events.py:602(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        7    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:456(_ASN1Object)
        3    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 tags.py:42(Tag)
        1    0.000    0.000    0.000    0.000 runners.py:21(Runner)
        6    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
       19    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
